id,direction,path_family,entry_mode,continuation_or_fade,graph,origin_id,primitive_ids,context_conditions,has_fvg,has_ifvg,has_rb,has_sweep,entry_seq,entry_ts,entry_price,structural_stop,structural_target,natural_rr,executed_target,executed_rr,expiry_seq,expiry_rule,eligible,rejected,rejection_reason,outcome
SETUP-006028,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000135,LVL-000135,liquidity_sweep,False,False,False,True,298,2025-07-07 02:58:00+00:00,22958.75,22960.75,22957.25,0.75,22957.25,0.75,418,120_bars_or_segment_end,True,False,,WIN
SETUP-006053,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000136,LVL-000136,liquidity_sweep,False,False,False,True,298,2025-07-07 02:58:00+00:00,22958.75,22960.75,22957.25,0.75,22957.25,0.75,418,120_bars_or_segment_end,True,False,,WIN
SETUP-006677,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000156,LVL-000156,liquidity_sweep,False,False,False,True,298,2025-07-07 02:58:00+00:00,22958.75,22956.5,22960.0,0.5556,22960.0,0.5556,418,120_bars_or_segment_end,True,False,,LOSS
SETUP-006694,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000157,LVL-000157,liquidity_sweep,False,False,False,True,298,2025-07-07 02:58:00+00:00,22958.75,22956.5,22960.0,0.5556,22960.0,0.5556,418,120_bars_or_segment_end,True,False,,LOSS
SETUP-006678,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000156,LVL-000156,liquidity_sweep,False,False,False,True,300,2025-07-07 03:00:00+00:00,22957.75,22956.5,22960.0,1.8,22959.0,1.0,420,120_bars_or_segment_end,True,False,,LOSS
SETUP-006695,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000157,LVL-000157,liquidity_sweep,False,False,False,True,300,2025-07-07 03:00:00+00:00,22957.75,22956.5,22960.0,1.8,22959.0,1.0,420,120_bars_or_segment_end,True,False,,LOSS
SETUP-006762,long,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000160,LVL-000160,liquidity_sweep,False,False,False,True,301,2025-07-07 03:01:00+00:00,22957.0,22954.5,22960.0,1.2,22959.5,1.0,421,120_bars_or_segment_end,True,False,,LOSS
SETUP-002563,long,formation_continuation,formation_close,continuation,rb:bullish:formation_close,RB-000038,RB-000038,rb_confirmed,False,False,True,False,302,2025-07-07 03:02:00+00:00,22957.75,22954.5,22960.0,0.6923,22960.0,0.6923,422,120_bars_or_segment_end,True,False,,LOSS
SETUP-042714,long,retracement_continuation,retest,continuation,liquidity:swing_low:break -> accept -> retest -> continuation,LVL-000155,LVL-000155,liquidity_accepted,False,False,False,False,303,2025-07-07 03:03:00+00:00,22947.0,22945.5,22949.0,1.3333,22948.5,1.0,423,120_bars_or_segment_end,True,False,,LOSS
SETUP-042717,long,retracement_continuation,retest,continuation,liquidity:swing_low:break -> accept -> retest -> continuation,LVL-000158,LVL-000158,liquidity_accepted,False,False,False,False,303,2025-07-07 03:03:00+00:00,22949.0,22947.5,22950.0,0.6667,22950.0,0.6667,423,120_bars_or_segment_end,True,False,,LOSS
SETUP-042719,long,retracement_continuation,retest,continuation,liquidity:swing_low:break -> accept -> retest -> continuation,LVL-000160,LVL-000160,liquidity_accepted,False,False,False,False,303,2025-07-07 03:03:00+00:00,22955.25,22953.75,22957.25,1.3333,22956.75,1.0,423,120_bars_or_segment_end,True,False,,LOSS
SETUP-006227,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000141,LVL-000141,liquidity_sweep,False,False,False,True,304,2025-07-07 03:04:00+00:00,22943.75,22948.25,22941.5,0.5,22941.5,0.5,424,120_bars_or_segment_end,True,False,,LOSS
SETUP-006310,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000144,LVL-000144,liquidity_sweep,False,False,False,True,304,2025-07-07 03:04:00+00:00,22943.75,22948.25,22941.5,0.5,22941.5,0.5,424,120_bars_or_segment_end,True,False,,LOSS
SETUP-006424,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000147,LVL-000147,liquidity_sweep,False,False,False,True,304,2025-07-07 03:04:00+00:00,22943.75,22948.25,22941.5,0.5,22941.5,0.5,424,120_bars_or_segment_end,True,False,,LOSS
SETUP-006648,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000155,LVL-000155,liquidity_sweep,False,False,False,True,304,2025-07-07 03:04:00+00:00,22943.75,22948.25,22941.5,0.5,22941.5,0.5,424,120_bars_or_segment_end,True,False,,LOSS
SETUP-006078,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000137,LVL-000137,liquidity_sweep,False,False,False,True,307,2025-07-07 03:07:00+00:00,22949.25,22951.0,22947.0,1.2857,22947.5,1.0,427,120_bars_or_segment_end,True,False,,LOSS
SETUP-006711,long,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000158,LVL-000158,liquidity_sweep,False,False,False,True,309,2025-07-07 03:09:00+00:00,22949.25,22948.25,22950.0,0.75,22950.0,0.75,429,120_bars_or_segment_end,True,False,,LOSS
SETUP-005917,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000132,LVL-000132,liquidity_sweep,False,False,False,True,314,2025-07-07 03:14:00+00:00,22952.75,22951.75,22953.75,1.0,22953.75,1.0,434,120_bars_or_segment_end,True,False,,AMBIGUOUS
SETUP-006001,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000134,LVL-000134,liquidity_sweep,False,False,False,True,314,2025-07-07 03:14:00+00:00,22952.75,22955.75,22950.0,0.9167,22950.0,0.9167,434,120_bars_or_segment_end,True,False,,WIN
SETUP-006471,long,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000149,LVL-000149,liquidity_sweep,False,False,False,True,314,2025-07-07 03:14:00+00:00,22952.75,22951.75,22953.75,1.0,22953.75,1.0,434,120_bars_or_segment_end,True,False,,AMBIGUOUS
SETUP-006836,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000163,LVL-000163,liquidity_sweep,False,False,False,True,314,2025-07-07 03:14:00+00:00,22952.75,22955.75,22950.0,0.9167,22950.0,0.9167,434,120_bars_or_segment_end,True,False,,WIN
SETUP-006079,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000137,LVL-000137,liquidity_sweep,False,False,False,True,317,2025-07-07 03:17:00+00:00,22950.25,22947.0,22952.5,0.6923,22952.5,0.6923,437,120_bars_or_segment_end,True,False,,WIN
SETUP-006712,long,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000158,LVL-000158,liquidity_sweep,False,False,False,True,317,2025-07-07 03:17:00+00:00,22950.25,22947.0,22952.5,0.6923,22952.5,0.6923,437,120_bars_or_segment_end,True,False,,WIN
SETUP-006856,long,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000164,LVL-000164,liquidity_sweep,False,False,False,True,317,2025-07-07 03:17:00+00:00,22950.25,22947.0,22952.5,0.6923,22952.5,0.6923,437,120_bars_or_segment_end,True,False,,WIN
SETUP-042723,long,retracement_continuation,retest,continuation,liquidity:swing_low:break -> accept -> retest -> continuation,LVL-000164,LVL-000164,liquidity_accepted,False,False,False,False,317,2025-07-07 03:17:00+00:00,22948.0,22946.5,22949.0,0.6667,22949.0,0.6667,437,120_bars_or_segment_end,True,False,,WIN
SETUP-002567,long,formation_continuation,formation_close,continuation,rb:bullish:formation_close,RB-000042,RB-000042,rb_confirmed,False,False,True,False,318,2025-07-07 03:18:00+00:00,22950.25,22947.0,22952.5,0.6923,22952.5,0.6923,438,120_bars_or_segment_end,True,False,,WIN
SETUP-006080,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000137,LVL-000137,liquidity_sweep,False,False,False,True,318,2025-07-07 03:18:00+00:00,22950.25,22948.0,22952.5,1.0,22952.5,1.0,438,120_bars_or_segment_end,True,False,,LOSS
SETUP-006713,long,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000158,LVL-000158,liquidity_sweep,False,False,False,True,318,2025-07-07 03:18:00+00:00,22950.25,22948.0,22952.5,1.0,22952.5,1.0,438,120_bars_or_segment_end,True,False,,LOSS
SETUP-003006,long,formation_continuation,first_touch,continuation,rb:bullish:first_touch,RB-000042,RB-000042,rb_revisit,False,False,True,False,319,2025-07-07 03:19:00+00:00,22950.0,22947.0,22952.5,0.8333,22952.5,0.8333,439,120_bars_or_segment_end,True,False,,WIN
SETUP-006081,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000137,LVL-000137,liquidity_sweep,False,False,False,True,319,2025-07-07 03:19:00+00:00,22951.25,22949.0,22952.5,0.5556,22952.5,0.5556,439,120_bars_or_segment_end,True,False,,LOSS
SETUP-005919,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000132,LVL-000132,liquidity_sweep,False,False,False,True,321,2025-07-07 03:21:00+00:00,22951.5,22953.25,22950.0,0.8571,22950.0,0.8571,441,120_bars_or_segment_end,True,False,,WIN
SETUP-006473,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000149,LVL-000149,liquidity_sweep,False,False,False,True,321,2025-07-07 03:21:00+00:00,22951.5,22953.25,22950.0,0.8571,22950.0,0.8571,441,120_bars_or_segment_end,True,False,,WIN
SETUP-006082,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000137,LVL-000137,liquidity_sweep,False,False,False,True,322,2025-07-07 03:22:00+00:00,22950.75,22948.75,22952.5,0.875,22952.5,0.875,442,120_bars_or_segment_end,True,False,,WIN
SETUP-006002,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000134,LVL-000134,liquidity_sweep,False,False,False,True,325,2025-07-07 03:25:00+00:00,22953.5,22954.5,22953.0,0.5,22953.0,0.5,445,120_bars_or_segment_end,True,False,,LOSS
SETUP-000043,long,formation_continuation,formation_close,continuation,fvg:bullish:formed -> formation_close -> continuation,FVG-000081,FVG-000081,fvg_fresh,True,False,False,False,326,2025-07-07 03:26:00+00:00,22955.0,22950.75,22957.25,0.5294,22957.25,0.5294,446,120_bars_or_segment_end,True,False,,WIN
SETUP-006763,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000160,LVL-000160,liquidity_sweep,False,False,False,True,326,2025-07-07 03:26:00+00:00,22955.0,22956.0,22954.5,0.5,22954.5,0.5,446,120_bars_or_segment_end,True,False,,WIN
SETUP-006884,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000165,LVL-000165,liquidity_sweep,False,False,False,True,326,2025-07-07 03:26:00+00:00,22955.0,22956.0,22954.5,0.5,22954.5,0.5,446,120_bars_or_segment_end,True,False,,WIN
SETUP-000044,long,formation_continuation,next_bar,continuation,fvg:bullish:formed -> next_bar -> continuation,FVG-000081,FVG-000081,fvg_fresh,True,False,False,False,327,2025-07-07 03:27:00+00:00,22955.0,22950.75,22957.25,0.5294,22957.25,0.5294,447,120_bars_or_segment_end,True,False,,WIN
SETUP-006286,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000143,LVL-000143,liquidity_sweep,False,False,False,True,327,2025-07-07 03:27:00+00:00,22953.75,22952.25,22954.5,0.5,22954.5,0.5,447,120_bars_or_segment_end,True,False,,LOSS
SETUP-006626,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000154,LVL-000154,liquidity_sweep,False,False,False,True,327,2025-07-07 03:27:00+00:00,22953.75,22952.25,22954.5,0.5,22954.5,0.5,447,120_bars_or_segment_end,True,False,,LOSS
SETUP-042727,short,retracement_continuation,retest,continuation,liquidity:swing_high:break -> accept -> retest -> continuation,LVL-000168,LVL-000168,liquidity_accepted,False,False,False,False,327,2025-07-07 03:27:00+00:00,22952.75,22954.25,22950.0,1.8333,22951.25,1.0,447,120_bars_or_segment_end,True,False,,LOSS
SETUP-006003,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000134,LVL-000134,liquidity_sweep,False,False,False,True,332,2025-07-07 03:32:00+00:00,22954.25,22953.0,22955.25,0.8,22955.25,0.8,452,120_bars_or_segment_end,True,False,,WIN
SETUP-006004,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000134,LVL-000134,liquidity_sweep,False,False,False,True,335,2025-07-07 03:35:00+00:00,22954.25,22952.25,22955.25,0.5,22955.25,0.5,455,120_bars_or_segment_end,True,False,,WIN
SETUP-006287,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000143,LVL-000143,liquidity_sweep,False,False,False,True,335,2025-07-07 03:35:00+00:00,22954.25,22952.25,22955.25,0.5,22955.25,0.5,455,120_bars_or_segment_end,True,False,,WIN
SETUP-006627,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000154,LVL-000154,liquidity_sweep,False,False,False,True,335,2025-07-07 03:35:00+00:00,22954.25,22952.25,22955.25,0.5,22955.25,0.5,455,120_bars_or_segment_end,True,False,,WIN
SETUP-006768,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000160,LVL-000160,liquidity_sweep,False,False,False,True,337,2025-07-07 03:37:00+00:00,22954.5,22956.0,22953.75,0.5,22953.75,0.5,457,120_bars_or_segment_end,True,False,,LOSS
SETUP-006889,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000165,LVL-000165,liquidity_sweep,False,False,False,True,337,2025-07-07 03:37:00+00:00,22954.5,22956.0,22953.75,0.5,22953.75,0.5,457,120_bars_or_segment_end,True,False,,LOSS
SETUP-042728,short,retracement_continuation,retest,continuation,liquidity:swing_high:break -> accept -> retest -> continuation,LVL-000169,LVL-000169,liquidity_accepted,False,False,False,False,340,2025-07-07 03:40:00+00:00,22955.5,22957.0,22954.5,0.6667,22954.5,0.6667,460,120_bars_or_segment_end,True,False,,LOSS
SETUP-042729,short,retracement_continuation,retest,continuation,liquidity:swing_high:break -> accept -> retest -> continuation,LVL-000170,LVL-000170,liquidity_accepted,False,False,False,False,340,2025-07-07 03:40:00+00:00,22955.5,22957.0,22954.5,0.6667,22954.5,0.6667,460,120_bars_or_segment_end,True,False,,LOSS
SETUP-000809,long,retracement_continuation,first_touch,continuation,fvg:bullish:formed -> first_touch -> continuation,FVG-000082,FVG-000082,fvg_fresh|first_touch,True,False,False,False,342,2025-07-07 03:42:00+00:00,22958.75,22956.25,22960.0,0.5,22960.0,0.5,462,120_bars_or_segment_end,True,False,,WIN
SETUP-005373,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000088,LVL-000088,liquidity_sweep,False,False,False,True,345,2025-07-07 03:45:00+00:00,22963.75,22965.75,22961.5,1.125,22961.75,1.0,465,120_bars_or_segment_end,True,False,,LOSS
SETUP-005760,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000125,LVL-000125,liquidity_sweep,False,False,False,True,345,2025-07-07 03:45:00+00:00,22963.75,22965.75,22961.5,1.125,22961.75,1.0,465,120_bars_or_segment_end,True,False,,LOSS
SETUP-005800,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000127,LVL-000127,liquidity_sweep,False,False,False,True,345,2025-07-07 03:45:00+00:00,22963.75,22965.75,22961.5,1.125,22961.75,1.0,465,120_bars_or_segment_end,True,False,,LOSS
SETUP-006499,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000150,LVL-000150,liquidity_sweep,False,False,False,True,345,2025-07-07 03:45:00+00:00,22963.75,22965.75,22961.5,1.125,22961.75,1.0,465,120_bars_or_segment_end,True,False,,LOSS
SETUP-006523,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000151,LVL-000151,liquidity_sweep,False,False,False,True,345,2025-07-07 03:45:00+00:00,22963.75,22965.75,22961.5,1.125,22961.75,1.0,465,120_bars_or_segment_end,True,False,,LOSS
SETUP-006548,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000152,LVL-000152,liquidity_sweep,False,False,False,True,345,2025-07-07 03:45:00+00:00,22963.75,22965.75,22961.5,1.125,22961.75,1.0,465,120_bars_or_segment_end,True,False,,LOSS
SETUP-005761,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000125,LVL-000125,liquidity_sweep,False,False,False,True,346,2025-07-07 03:46:00+00:00,22962.75,22965.0,22961.5,0.5556,22961.5,0.5556,466,120_bars_or_segment_end,True,False,,LOSS
SETUP-003008,short,formation_continuation,first_touch,continuation,rb:bearish:first_touch,RB-000045,RB-000045,rb_revisit,False,False,True,False,347,2025-07-07 03:47:00+00:00,22963.75,22965.75,22961.5,1.125,22961.75,1.0,467,120_bars_or_segment_end,True,False,,LOSS
SETUP-000047,long,formation_continuation,formation_close,continuation,fvg:bullish:formed -> formation_close -> continuation,FVG-000085,FVG-000085,fvg_fresh|good_displacement,True,False,False,False,348,2025-07-07 03:48:00+00:00,22969.25,22964.0,22972.0,0.5238,22972.0,0.5238,468,120_bars_or_segment_end,True,False,,WIN
SETUP-001562,long,fade,next_bar,fade,ifvg:bullish:next_bar (from FVG-000047),IFVG-000070,IFVG-000070|FVG-000047,ifvg_activation,True,True,False,False,348,2025-07-07 03:48:00+00:00,22969.75,22966.0,22972.0,0.6,22972.0,0.6,468,120_bars_or_segment_end,True,False,,WIN
SETUP-002224,long,fade,retest,fade,ifvg:bullish:retest (from FVG-000047),IFVG-000070,IFVG-000070|FVG-000047,ifvg_retest,True,True,False,False,348,2025-07-07 03:48:00+00:00,22970.0,22966.0,22972.0,0.5,22972.0,0.5,468,120_bars_or_segment_end,True,False,,WIN
SETUP-041546,long,retracement_continuation,first_touch,continuation,vwap:bounce -> continuation,VWAP-000001,VWAP-000001,vwap_bounce,False,False,False,False,348,2025-07-07 03:48:00+00:00,22969.25,22967.25,22972.0,1.375,22971.25,1.0,468,120_bars_or_segment_end,True,False,,LOSS
SETUP-041547,long,formation_continuation,formation_close,continuation,vwap:break_accept_above -> continuation,VWAP-000001,VWAP-000001,vwap_accept_above,False,False,False,False,348,2025-07-07 03:48:00+00:00,22969.25,22968.45670375271,22972.0,3.4665,22970.04329624729,1.0,468,120_bars_or_segment_end,True,False,,AMBIGUOUS
SETUP-003443,short,retracement_continuation,midpoint,continuation,displacement:good -> retrace_50 -> continuation,DISP-000122,DISP-000122,good_displacement,False,False,False,False,350,2025-07-07 03:50:00+00:00,22968.75,22971.0,22966.75,0.8889,22966.75,0.8889,470,120_bars_or_segment_end,True,False,,LOSS
SETUP-041549,long,retracement_continuation,first_touch,continuation,vwap:bounce -> continuation,VWAP-000001,VWAP-000001,vwap_bounce,False,False,False,False,350,2025-07-07 03:50:00+00:00,22970.25,22967.5,22972.0,0.6364,22972.0,0.6364,470,120_bars_or_segment_end,True,False,,WIN
SETUP-042682,long,retracement_continuation,retest,continuation,liquidity:swing_low:break -> accept -> retest -> continuation,LVL-000123,LVL-000123,liquidity_accepted,False,False,False,False,354,2025-07-07 03:54:00+00:00,22973.25,22971.75,22975.0,1.1667,22974.75,1.0,474,120_bars_or_segment_end,True,False,,LOSS
SETUP-042687,short,retracement_continuation,retest,continuation,liquidity:swing_high:break -> accept -> retest -> continuation,LVL-000128,LVL-000128,liquidity_accepted,False,False,False,False,354,2025-07-07 03:54:00+00:00,22972.0,22973.5,22970.5,1.0,22970.5,1.0,474,120_bars_or_segment_end,True,False,,LOSS
SETUP-042689,short,retracement_continuation,retest,continuation,liquidity:swing_high:break -> accept -> retest -> continuation,LVL-000130,LVL-000130,liquidity_accepted,False,False,False,False,354,2025-07-07 03:54:00+00:00,22972.75,22974.25,22972.0,0.5,22972.0,0.5,474,120_bars_or_segment_end,True,False,,WIN
SETUP-005827,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000128,LVL-000128,liquidity_sweep,False,False,False,True,357,2025-07-07 03:57:00+00:00,22971.75,22973.25,22970.5,0.8333,22970.5,0.8333,477,120_bars_or_segment_end,True,False,,LOSS
